product_id,language_id,name
3756,1,"UNIPRO Glass Nail Shiner"
3756,2,"ملمع اظافر زجاجي UNIPRO"
3757,1,"UNIPRO Acne Removal Tool"
3757,2,"اداة ازلة حب الشباب UNIPRO"
3758,1,"CeraVe 100% Mineral Sunscreen for Body with SPF 50 - 150ml"
3758,2,"واقي شمس معدني  للجسم بنسبة 100% وعامل حماية من اشعة الشمس 50 من سيرافي 150مل"
3759,1,"Panthenol Plus Cream for Dry and Cracked Hands - 75ml"
3759,2,"كريم بانثينول  بلس لليدين الجافة والمتشققة 75مل"
3760,1,"Panthenol Plus Concealer Cream with SPF 20 - 50ml"
3760,2,"كريم بانثينول  بلس خافي عيوب مع SPF عامل حماية  20    50مل"
3761,1,"Panthenol Plus Face and Eye Contour Sunscreen Cream SPF 50+ - 50ml"
3761,2,"كريم واقي شمس للوجه وحول العينين مع عامل حماية +50 من بانثينول بلس - 50مل"
3762,1,"Giovanni Smooth As Silk Deep Moisture Shampoo - 60ml"
3762,2,"شامبوناعم كالحرير للترطيب العميق من  جيوفاني 60 مل"
3763,1,"Oral-B Vitality 100 Blanco CrossAction Electric Toothbrush"
3763,2,"فرشاة اسنان كهربائية أورال-بي فيتاليتي 100 بلانكو كروس أكشن"
3764,1,"NIVEA Men Shaving Cream 100ml"
3764,2,"كريم حلاقة للرجال من نيفيا 100 مل"
3765,1,"NIVEA Men Vitality Fresh Shower Gel, 250 ml"
3765,2,"شاور جل للرجال، فايتالتي فريش من نيڤيا، 250 مل"
3766,1,"UltraMax Powder Fresh Deodorant - 73g"
3766,2,"مزيل عرق باودر فريش الترا ماكس - 73جم"
3767,1,"UltraMax Active Sport Deodorant for Women - 73g"
3767,2,"مزيل عرق  أكتيف سبورت  الترا ماكس للنساء- 73جم"
3768,1,"Dove Pink Beauty Cream Bar - 125g"
3768,2,"قالب كريم الجمال زهري من دوڤ  125 جم"
3769,1,"Oral-B Vitality 2D Action Blanco CrossAction Electric Toothbrush"
3769,2,"فرشاة اسنان كهربائية أورال-بي فيتاليتي 2D اكشن بلانكو كروس أكشن"
3770,1,"3D White Mouthwash 473ml"
3770,2,"غسول فم ثري دي وايت 473مل"
3771,1,Earplugs
3771,2,"سداده للأذن"
3772,1,"Colgate Lasting White Toothpaste 75ml"
3772,2,"معجون أسنان لاستنج وايت من كولجيت 75 مل"
3773,1,"Colorful Artificial Nail Set"
3773,2,"مجموعة اظافر اصطناعية ملونة"
3774,1,"Colorful Artificial Nail Set"
3774,2,"مجموعة اظافر اصطناعية ملونة"
3775,1,"Colorful Artificial Nail Set"
3775,2,"مجموعة اظافر اصطناعية ملونة"
3776,1,"Colorful Artificial Nail Set"
3776,2,"مجموعة اظافر اصطناعية ملونة"
3777,1,"Colorful Artificial Nail Set"
3777,2,"مجموعة اظافر اصطناعية ملونة"
3778,1,"Natural Vitamin C Face Serum - 30ml"
3778,2,"سيروم الوجه فيتامين سي منناتشورال  30مل"
3779,1,"Natural Hyaluronic Acid and Green Tea Face Serum - 30ml"
3779,2,"سيروم الوجه هايلورونيك اسيد والشاي الاخضر من ناتشورال 30مل"
3780,1,"Disaar Vitamin C Facial Serum, 30ml"
3780,2,"سيروم الوجه بفيتامين سي من ديسار، 30 مل"
3781,1,"Collagen Lip Balm 3.5g"
3781,2,"مرطب شفاه بالكولاجين 3.5 جم"
3782,1,"Aloe Vera Lip Balm 3.5g"
3782,2,"مرطب شفاه بالصبار 3.5 جم"
3783,1,"Vitamin C Cosmetic Moisturizing Lotion - 480ml"
3783,2,"لوشن مرطب فيتامين سي كوزماتيك 480 مل"
3784,1,"Sunsilk Shampoo with Shea Butter, 400 ml"
3784,2,"شامبو صانسيلك بزبدة الشيا، 400 مل"
3785,1,"Sunsilk Hairfall Solution Shampoo 400ml"
3785,2,"شامبو صانسيلك الحل لتساقط الشعر 400 مل"
3786,1,"Sunsilk Micellar Volume Shampoo, 400 ml"
3786,2,"شامبو صانسيلك  كثافة الميسيلار، 400 مل"
3787,1,"Keratin Smooth Shampoo for Dry and Frizzy Hair - 700ml"
3787,2,"شامبو كيراتين سموث  للشعر الجاف والمتطاير 700مل"
3788,1,"Kotex Maxi Thick Sanitary Pads with Wings, Large Night Size, 10 Pads"
3788,2,"فوط صحية ماكسي سميكة مزودة باجنحة، حجم كبير ليلية من كوتكس 10 فوطة"
3789,1,"Kotex Maxi Thick Sanitary Pads with Wings, Night Large Size - 30 Pads"
3789,2,"فوط صحية ماكسي سميكة مزودة باجنحة، حجم كبير ليلية من كوتكس 30 فوطة"
3790,1,"Kotex Natural 100% Cotton Maxi Thick Pads with Wings, Large Night Size - 22 Pads"
3790,2,"فوط طبيعية قطن 100%ماكسي سميكة مزودة باجنحة، حجم كبير ليلية من كوتكس 22 فوطة"
3791,1,"Kotex Maxi Thick Sanitary Pads with Wings, Large Night Size, 30 Pads"
3791,2,"فوط عادية ماكسي سميكة مزودة باجنحة حجم كبير ليلية من كوتكس 30 فوطة"
3792,1,"Kotex Maxi Thick Sanitary Pads with Wings, Large Night Size - 50 Pads"
3792,2,"فوط صحية عادية ماكسي سميكة مزودة باجنحة، حجم كبير ليلية من كوتكس 50 فوطة"
3793,1,"Private Natural Cotton Softness Sanitary Pads, Large Size with Wings, 9 Pads"
3793,2,"فوط صحية بنعومة القطن الطبيعي برايفت حجم كبير بالأجنحة 9 فوطة"
3794,1,"Eveline Cosmetics White Prestige 4D Multifunctional Whitening BB Cream, 50ml"
3794,2,"كريم بي بي وايت برستيج 4 دي للتبييض متعدد الوظائف من ايفنلاين كوزماتيكس، 50 مل"
3795,1,"Glysolid Pure Skin Moisturizing Hand Cream - 50ml"
3795,2,"كريم يدين ترطيب البشرة بيور من  جليسوليد50 مل"
3796,1,"Zinty Black Eyelash Glue"
3796,2,"غراء رموش اسود زينتي"
3797,1,"La Roche-Posay Anthelios Sunscreen Gel Fragrance-Free for Sensitive Skin - 50ml"
3797,2,"واقي شمس جل من  لاروش بوزيه خال من العطر للبشرة الحساسة 50 مل"
3798,1,"La Roche-Posay Sunscreen Cream for Sensitive Skin - 50ml"
3798,2,"كريم لاروش بوزيه واقي شمس  للبشرة الحساسة 50مل"
3799,1,"Eyebrow Brush"
3799,2,"فرشاة حواجب"
3800,1,"L'Oréal Paris Magic Retouch Hair Color - Black"
3800,2,"صبغة شعر لوريال باريس ماجيك ريتوتش أسود"
3801,1,"Rose Aroma Eco-Friendly Wheat Straw Hair Brush"
3801,2,"فرشة شعر صديقة البيئة (قش القمح) من روز اروما"
3802,1,"Rose Aroma Curly Hair Brush"
3802,2,"فرشة للشعر الكيرلي من روز اروما"
3803,1,"Rose Aroma 4711 Hair Brush"
3803,2,"فرشة شعر 4711 من روز اروما"
3804,1,"Rose Aroma Square Wooden Hair Brush - 4708"
3804,2,"فرشة شعر خشبية مربعة  4708 من روز اروما"
3805,1,"Rose Aroma Hair Brush 4718"
3805,2,"فرشة شعر 4718 من روز اروما"
3808,1,"Rose Aroma 4734 Hair Dryer Brush"
3808,2,"فرشة استشوار 4734 من روز اروما"
3809,1,"Rose Aroma Hair Brush 4715"
3809,2,"فرشة شعر4715 من روز اروما"
3810,1,"Rose Aroma Foldable Hairbrush with Mirror"
3810,2,"فرشة شعر قابلة للقفل مع مراية من روز اروما"
3811,1,"Rose Aroma Square Hair Brush"
3811,2,"فرشة شعر مربعة من روز اروما"
3812,1,"Rose Aroma Hair Brush"
3812,2,"فرشة شعر من روز اروما"
3814,1,"J. Casanova Soothing and Moisturizing Aloe Vera Gel - 300ml"
3814,2,"جل الصبار المرطب والمهدئ من جي كازنوفا - 300مل"
3815,1,"J. Casanova Moisturizing and Soothing Aloe Vera Gel - 150ml"
3815,2,"جل الصبار المرطب والمهدئ من جي كازنوفا - 150مل"
3816,1,"Lavender Hand Wash, 500 ml"
3816,2,"غسول اليد بالافندر ، 500 مل"
3818,1,"United Professional 2-in-1 Hair Dryer & Styler - K301"
3818,2,"استشوار 2في1  من يونايتد بروفيشينال - K301"
3819,1,"United Premium Hair Styler and Dryer – Blue UNK302"
3819,2,"مصفف ومجفف الشعر المميز – لون أزرق من يونايتد UNK302"
3820,1,"United Professional UN D700 Round Hair Styling and Drying Brush"
3820,2,"فرشاة تصفيف وتجفيف الشعر الدائرية UN D700 - يونايتد بروفيشنال"
3821,1,"Stella White Activated Charcoal Teeth Whitening Powder - 40g"
3821,2,"بودرة الفحم المنشط لتبييض الاسنان من ستيلا وايت -40 جم"
3822,1,"Pro Wax Hair Removal Wax Beans for Dry Skin - 250g"
3822,2,"حبيبات شمعية لإزالة الشعر للبشرة الجافة من برو واكس 250جم"
3823,1,"Pro Wax Hair Removal Wax Beans for Skin Renewal and Exfoliation - 250g"
3823,2,"حبيبات شمعية لإزالة الشعر للبشرة وتجديدها وتقشيرها من برو واكس 250جم"
3824,1,"Pro Wax Hair Removal Wax Beans for Normal Skin - 250g"
3824,2,"حبيبات شمعية لإزالة الشعر للبشرة العادية من برو واكس 250جم"
3825,1,"Pro Wax Hair Removal Wax Beans for Sensitive Skin - 250g"
3825,2,"حبيبات شمعية لإزالة الشعر للبشرة الحساسة من برو واكس 250جم"
3826,1,"Rimmel Stay Matte Liquid Lipstick - Shade 600"
3826,2,"احمر شفاه سائل ستاي مات درجة 600 من ريميل"
3827,1,"Rimmel Stay Matte Liquid Lipstick - Shade 700"
3827,2,"احمر شفاه سائل ستاي مات درجة 700 من ريميل"
3828,1,"Rimmel Stay Matte Liquid Lipstick - Shade 500"
3828,2,"احمر شفاه سائل ستاي مات درجة 500 من ريميل"
3829,1,"Rimmel Stay Matte Liquid Lipstick - Shade 830"
3829,2,"احمر شفاه سائل ستاي مات درجة 830 من ريميل"
3830,1,"Mandy Care Sweet Almond Oil - 125 ml"
3830,2,"زيت اللوز الحلو ماندي كير 125 مل"
3831,1,"Gillette Blue 2 Plus Disposable Razors - 5 Count"
3831,2,"شفرة حلاقة من جيليت  بلو 2 بلس للاستعمال مرة واحدة × 5"
3832,1,"Moroccan Bath Loofah (Kessa Glove)"
3832,2,"ليفة الحمام المغربي"
3833,1,"Mandy Care Wheat Germ Oil for Hair and Skin - 125 ml"
3833,2,"زيت جنين القمح للشعر والبشرة ماندي كير 125 مل"
3834,1,"Mandi Care Bitter Almond Oil for Hair and Skin Care - 125 ml"
3834,2,"زيت اللوز المر للعناية بالشعر والبشرة من  ماندي كير 125 مل"
3835,1,"Mandy Care Vitamin E Oil for Hair and Skin - 125 ml"
3835,2,"زيت فيتامين إي للشعر والبشرة من ماندي كير 125 مل"
3836,1,"Mandy Care Watercress Oil for Hair and Skin - 125 ml"
3836,2,"زيت الجرجير للشعر والبشرة من ماندي كير 125 مل"
3837,1,"Eucerin Lightweight Fragrance-Free Sunscreen Lotion with SPF 50 for Face - 75 ml"
3837,2,"لوشن واقي شمس خفيف الوزن خال من العطور من يوسيرن مع عامل حماية من الشمس SPF بدرجة 50 للوجه 75 مل"
3838,1,"Oral-B Pro-Expert Manual Soft Toothbrush"
3838,2,"فرشاة أسنان برو اكسبرت يدوية ناعمة من اورال بي"
3839,1,"Oral-B Pro-Flex Luxe Manual Soft Toothbrush"
3839,2,"فرشاة أسنان Pro-Flex Luxe يدوية ناعمة من اورال بي"
3841,1,"Some By Mi 30 Days Miracle Tea Tree Clear Spot Oil, 10ml"
3841,2,"زيت شجرة الشاي العجيب لعلاج البقع من سوم باي مي، 10 مل"
3842,1,"Garnier Nourishing Banana Hair Food Conditioner for Dry Hair - 350ml"
3842,2,"بلسم تغذية الشعر المرطب بخلاصة الموز المغذي للشعر الجاف من جارنية 350مل"
3843,1,"L'Oréal Paris Magic Retouch Hair Color - Golden Brown"
3843,2,"صبغة شعر لوريال باريس ماجيك ريتوتش بني ذهبي"
3844,1,"L'Oréal Paris Magic Retouch Hair Color - Beige"
3844,2,"صبغة شعر لوريال باريس ماجيك ريتوتش بيج"
3845,1,"L'Oréal Paris Magic Retouch Hair Color - Brown"
3845,2,"صبغة شعر لوريال باريس ماجيك ريتوتش بني"
3846,1,"Max Elegance Hair Dye Brush Set"
3846,2,"مجموعة فرش صبغ الشعر من من ماكس اليجانس"
3848,1,"DermoFuture Glass Glow Lip Injection"
3848,2,"حقن شفاه جلاس جلو من ديرمو فيوتشر"
3849,1,"DermoFuture Volume Lips Booster"
3849,2,"معزز الشفاه فوليوم ليبس من ديرموفيوتشر"
3850,1,"Mandi Care Rosemary Shampoo for All Hair Types - 400 ml"
3850,2,"ماندي كير شامبو إكليل الجبل لجميع أنواع الشعر - 400 مل"
3851,1,"White Musk Body Wash 250ml"
3851,2,"غسول المسك الابيض 250مل"
3852,1,"DermoFuture Botox Alternative Eye Serum for Wrinkle Reduction - 10ml"
3852,2,"سيروم بديل البوتكس لتقليل تجاعيد العين من ديرموفيوتشر - 10مل"
3853,1,"DermoFuture Intensive Wrinkle-Lifting Serum - 10ml"
3853,2,"سيروم المكثف لشد التجاعيد من ديرموفيوتشر - 10مل"
3854,1,"DermoFuture Wrinkle Filler Care Treatment - 10ml"
3854,2,"مستحضر العناية  لملئ التجاعيد من ديرمو فيوتشر - 10مل"
3855,1,"CeraVe Moisturizing Cream 453g"
3855,2,"سيرافي كريم ترطيب للبشرة شديدة الجفاف - 453 مل"
3856,1,"Labella Feminine Wipes with White Musk - 20 Wipes"
3856,2,"مناديل نسائية بالمسك الأبيض من لابيلا - 20 منديل"
3857,1,"Revers Natural Hemp Oil Hand Cream - 100 ml"
3857,2,"كريم اليدين بزيت القنب الطبيعي من ريفرز 100 مل"
3858,1,"Rivers Hemp Seed Oil Shampoo - 500 ml"
3858,2,"شامبو بزيت بذور القنب ريفرز  500 مل"
3859,1,"Sunsilk Shine & Strength Conditioner 350ml"
3859,2,"بلسم لمعان وقوة من صانسيلك 350 مل"
3860,1,"Labella Feminine Wipes with White Musk - 20 Wipes"
3860,2,"مناديل نسائية بالمسك الأبيض من لابيلا - 20 منديل"
3861,1,"NOW Solutions Avocado Oil for Skin Care - 118 ml"
3861,2,"زيت الافوكادو للعناية بالبشرة من ناو 118 مل"
3862,1,"NOW Jasmine Oil - 30 ml"
3862,2,"زيت الياسمين من ناو 30 مل"
3863,1,"Famous Jasmine Oil 30ml"
3863,2,"زيت الياسمين فيموس 30 مل"
3864,1,"Now Foods Frankincense Oil - 30 ml"
3864,2,"زيت لبان البخور من ناو 30 مل"
3865,1,"White Pure Coconut Oil - Double Filtered - 680 ml"
3865,2,"زيت نارجيل وايت نقي مصفى مرتين - 680 مل"
3866,1,"White Henna for Face and Body"
3866,2,"حنا بيضا للوجه والجسم"
3867,1,"Careline Charcoal Nose Pore Strips"
3867,2,"لصقات مسام الانف بالفحم كير لاين"
3868,1,"Lakme Collage Cream Hair Color - Light Blonde 0/00, 60ml"
3868,2,"صبغة كولاج كريمي اشقر فاتح من لاكمي  0/00 ، 60 مل"
3869,1,"Lakme Chroma Ammonia-Free Hair Color Lightener 0/00, 60ml"
3869,2,"صبغة شعر خالية من الأمونيا كروما تفتيح 0/00 من لاكمي   ، 60 مل"
3870,1,"Pure Original Natural Jelly for Skin, Feet, Hands, and Lips by Palma - 240 ml"
3870,2,"الجلي النقي الاصلي الطبيعي  لترطيب الجلد والقدمين واليد والشفاه بالما  - 240 مل"
3871,1,"Giovanni Eco Chic Frizz Be Gone Serum - 81 ml"
3871,2,"سيروم ايكو شيك فريز بي جون من جيوفاني  81 مل"
3872,1,"Giovanni L.A. Hold Hair Styling Gel 201ml"
3872,2,"جل تصفيف الشعر  إل إيه هولد من جيوفاني 201 مل"
3874,1,"Palmer's Coconut Oil Body Lotion 250ml"
3874,2,"لوشن بالمرز بزيت جوز الهند 250مل"
3875,1,"Palmer's Smoothing Lotion for Rough and Dry Skin - 250ml"
3875,2,"لوشن بالمرزلتنعيم البشرة الخشنه الجافه 250مل"
3877,1,"Palmer's Cocoa Butter Formula Body Lotion for Dry, Rough Skin - 250ml"
3877,2,"لوشن بالمرز بزبدة الكاكو لتنعيم البشرة الخشنه الجافه 250مل"
3878,1,"Cetaphil Oily Skin Cleanser for Oily, Combination, and Sensitive Skin - 473ml"
3878,2,"غسول منظف للبشرة الدهنية  والمختلطه والحساسة  من سيتافيل 473مل"
3879,1,"Cetaphil Gentle Skin Cleanser for Normal to Dry & Sensitive Skin - 473ml"
3879,2,"غسول منظف للبشرة العادية الى الجافة الى الحساسة من سيتافيل473مل"
3880,1,"Cleansing Wash for Normal to Dry and Sensitive Skin - 236ml"
3880,2,"غسول منظف للبشرة العادية الى الجافة الى الخساسة 236مل"
3884,1,"Casanova Lip Liner Pencil 709"
3884,2,"كازانوفا قلم تحديد شفاه 709"
3885,1,"Casanova Lip Liner Pencil 712"
3885,2,"كازانوفا قلم تحديد شفاه 712"
3888,1,"Garnier SkinActive Fast Bright 30x Serum - 30ml"
3888,2,"سيروم سكين اكتيف فاست برايت من جارنيه 30× -  30 مل"
3889,1,"Sulphur Soap for Oily Skin 100g"
3889,2,"صابون كبريت للبشرة الدهنية 100جم"
3891,1,"Eyelash Enhancing Serum"
3891,2,"سيروم لتعزيز الرموش"
3892,1,"Sunsilk Soft & Smooth Shampoo - 700ml"
3892,2,"شامبو صانسيلك لشعر ناعم وانسيابي - 700مل"
3893,1,"Sunsilk Instant Damage Repair Orange Serum Conditioner 340ml"
3893,2,"بلسم سيروم برتقالي اصلاح فوري للشعر التالف من صانسيلك 340 مل"
3894,1,"Creme 21 for Normal Skin - 400 ml"
3894,2,"كريم لوشن 21 للبشرة العادية 400 مل"
3895,1,"Creme 21 for Ultra Dry Skin - 400ml"
3895,2,"كريم 21 للبشرة شديدة الجفاف 400 مل"
3897,1,"Creme 21 for Ultra Dry Skin - 600ml"
3897,2,"كريم 21 للبشرة شديدة الجفاف 600 مل"
3898,1,"La Roche-Posay Anthelios Invisible Fluid Sunscreen for Oily and Sensitive Skin - 50ml"
3898,2,"واقي شمس سائل للبشرة الدهنية والحساسة من لاروش بوزي 50 مل"
3899,1,"Nivea Musk Scented Body Moisturizing Lotion - 400ml"
3899,2,"لوشن ترطيب  الجسم بعطر المسك من نيفيا 400مل"
3900,1,"Nivea Body Lotion - 625 ml"
3900,2,"لوشن الجسم من نيفيا 625 مل"
3901,1,"Garnier Micellar Cleansing Water for Dull and Sensitive Skin - 400ml"
3901,2,"مزيل مكياج للبشرة الباهتة والحساسة من غارنييه - 400مل"
3902,1,"Vatika Hair Styling Cream - Twin Pack"
3902,2,"كريم تصفيف الشعر عبوة مزدوجة من فاتيكا"
3903,1,"Cute Aker Fassi Soap with Sudanese Dilka - 700g"
3903,2,"صابونية العكر الفاسي كيوت  بدلكة سودانية 700جم"
3904,1,"Snow White Cute Soap with Sudanese Dilka - 700g"
3904,2,"صابونية بياض الثلج  كيوت بدلكة سودانية700جم"
3905,1,"Cute Turmeric Soap with Sudanese Dilka - 700g"
3905,2,"صابونية الكركم كيوت  بدلكة سودانية 700جم"
3906,1,"Cute Blue Nila Soap with Sudanese Dilka - 700g"
3906,2,"صابونية النيلة الزرقاء كيوت  بدلكة سودانية 700جم"
3907,1,"River Hair Mask with Cannabis Oil for Dry and Damaged Hair - 250ml"
3907,2,"ماسك الشعر مع زيت الكنابيس للشعر الجاف والتالف من ريفر. 250مل"
3912,1,"Head & Shoulders Daily Care Shampoo for Normal Hair - 190 ml"
3912,2,"شامبو هيد اند شولدرز عناية يومية للشعر العادي 190 مل"
3913,1,"Head & Shoulders Anti-Hair Fall Shampoo for Men, 180ml"
3913,2,"شامبو حماية من تساقط الشعر للرجال من هيد اند شولدرز 180 مل"
3914,1,"Head & Shoulders Lemon Fresh Shampoo - 180 ml"
3914,2,"شامبو إنتعاش الليمون من هيد اند شولدرز 180 مل"
3915,1,"Head & Shoulders Apple Fresh Shampoo - 180 ml"
3915,2,"شامبو إنتعاش التفاح من هيد اند شولدرز 180 مل"
3916,1,"Crest 3D White Vitalizing Fresh Toothpaste - 75ml"
3916,2,"معجون تبييض الأسنان ثري دي وايت انتعاش الحياه من كرست - 75مل"
3917,1,"Crest 3D White Cool Water Toothpaste - 75ml"
3917,2,"معجون تبييض الأسنان ثري دي وايت انتعاش التبريد من كرست - 75مل"
3918,1,"Garnier Pure Active 3-in-1 Wash, Scrub & Mask - 150ml"
3918,2,"غسول ومقشر وقناع بيور  3 في 1 من  غارنيه  150مل"
3920,1,"Disaar Jojoba Body Massage Oil - 100ml"
3920,2,"زيت تدليك الجسم بالجوجوبا من ديسار 100 مل"
3921,1,"Licorice Face Whitening and Moisturizing Cream 50g"
3921,2,"كريم تبييض وترطيب الوجه بعرق السوس 50جم"
3922,1,"Disaar Vitamin E Sunscreen SPF 50 - 50g"
3922,2,"واقي شمس بفيتامين اي بدرجة حماية 50 من ديسار 50جم"
3923,1,"La Roche-Posay Pure Vitamin C10 Serum 30ml"
3923,2,"سيروم فيتامين C10 نقي من لاروش بوساي 30مل"
3924,1,"Eucerin Sunscreen Spray SPF 50 - 170g"
3924,2,"بخاخ وافي شمس SPF 50 من يوسرين 170جم"
3925,1,"Nivea Pearl & Beauty Deodorant Spray for Women - 150ml"
3925,2,"بخاخ مزيل عرق بيرل اند بيوتي من نيفيا للنساء 150مل"
3926,1,"Nivea Fresh Flower Deodorant Spray 150ml"
3926,2,"بخاخ مزيل عرق فريش فلور من نيفيا 150مل"
3927,1,"CeraVe Blemish Control Cleanser for Acne-Prone Skin 236ml"
3927,2,"جل تنظيف البشرة المعرضة لحب الشباب من سيرافي 236مل"
3929,1,"AloeDent Waxed Dental Floss"
3929,2,"خيط اسنان شمعي الودنت"
3930,1,"Nunu Baby Oil - 400 ml"
3930,2,"زيت للاطفال من نونو 400 مل"
3931,1,"Johnson's Baby Bath Liquid - 200ml"
3931,2,"سائل استحمام للأطفال  من جونسون 200مل"
3932,1,"Sensodyne Daily Care Toothpaste 75ml"
3932,2,"معجون اسنان عناية يومية من سنسوداين75مل"
3933,1,"Sensodyne Rapid Action Toothpaste for Sensitive Gums - 75ml"
3933,2,"معجون اسنان مفعول سريع للثة الحساسة  من سنسوداين75مل"
3934,1,"Stella White Teeth Whitening Strips - 6 Strips"
3934,2,"لصقات تبييض الأسنان من ستيلا وايت - 6 لصقات"
3935,1,"Johnson's Soft Baby Lotion - 300 ml"
3935,2,"لوشن ناعم للأطفال من جونسون  300 مل"
3936,1,"Avène Cleanance Cleansing Gel for Oily Skin - 200ml"
3936,2,"جل منظف كلينانس للبشرة الدهنية  من افين 200مل"
3937,1,"Sensodyne Cool Mint Mouthwash 500ml"
3937,2,"غسول فم بالنعناع المنعش من سنسوداين 500مل"
3938,1,"CeraVe Hydrating Foaming Oil Cleanser for Normal to Very Dry Skin - 236ml"
3938,2,"زيت تنظيف وترطيب البشرة العادية الى  الجافة من سيرافي 236 مل"
3939,1,"Avène Cleanance Cleansing Gel for Oily Skin - 400ml"
3939,2,"جل منظف كلينانس للبشرة الدهنية  من افين 400مل"
3940,1,"CeraVe Moisturizing Cream for Normal to Dry Skin - 56ml"
3940,2,"كريم مرطب للبشرة العادية إلى الجافة من سيرافي 56مل"
3941,1,"Johnson's Baby Oil 200ml"
3941,2,"زيت جونسون للأطفال 200مل"
3942,1,"Aveeno Skin Relief Moisturizing Cream for Very Dry Skin, 156g"
3942,2,"أفينو، بيبي، بلسم علاج الأكزيما الليلي، خال من العطر، 156 جرام"
3943,1,"Listerine Total Care Milder Taste Mouthwash 500ml"
3943,2,"غسول الفم توتال كير ذو المذاق المعتدل من ليسترين 500مل"
3944,1,"Listerine Miswak Extract Milder Taste Alcohol-Free Mouthwash 500ml"
3944,2,"غسول الفم بخلاصة المسواك ذو المذاق المعتدل خال من الكحول من ليسترين 500مل"
3945,1,"Listerine Fresh Burst Milder Taste Mouthwash 500ml"
3945,2,"غسول الفم فريش برست ذو المذاق المعتدل من ليسترين 500مل"
3946,1,"Listerine Cool Mint Mild Taste Alcohol-Free Mouthwash - 500ml"
3946,2,"غسول الفم كوول مينت  ذو المذاق المعتدل خال من الكحول من ليسترين 500مل"
3947,1,"Skinoren Cream for Skin Radiance - 30g"
3947,2,"سكينلورين كريم نضارة البشرة بخلاصة عرق سوس 30 جرام"
3948,1,"Kuwait Shop Vitamin E Skin Oil - 100ml"
3948,2,"زيت فيتامين E للبشرة من كويت شوب 100مل"
3949,1,"Nano Beauty Berry Extract Hand Moisturizing Cream - 50g"
3949,2,"كريم نانو  مرطب اليدين بخلاصة التوت من نانوبيوتي 50جم"
3951,1,"St. Ives Coconut & Orchid Hand Cream - 30ml"
3951,2,"كريم اليدين بخلاصة جوز الهند وزهرة الاوركيد من سانت ايفز 30مل"
3952,1,"NanoBeauty Avocado Extract Moisturizing Hand Cream - 50g"
3952,2,"كريم نانو  مرطب اليدين بخلاصة الافوكادو من نانوبيوتي 50جم"
3953,1,"NanoBeauty Coconut Extract Moisturizing Hand Cream - 50g"
3953,2,"كريم نانو  مرطب اليدين بخلاصة جوز الهند من نانوبيوتي 50جم"
3954,1,"NanoBeauty Peach Extract Moisturizing Hand Cream - 50g"
3954,2,"كريم نانو  مرطب اليدين بخلاصة الخوخ من نانوبيوتي 50جم"
3955,1,"Nano Beauty Strawberry Extract Moisturizing Hand Cream - 50g"
3955,2,"كريم نانو  مرطب اليدين بخلاصة الفروله من نانوبيوتي 50جم"
3956,1,"Schick Exacta Women's Razors for Sensitive Skin 5 + 2 Free"
3956,2,"شفرات حلاقة نسائية اكساكتا للبشرة الحساسة 5 + 2 من شيك"
3957,1,"Schick Xtreme 3 Razors for Sensitive Skin 2+1"
3957,2,"شفرات حلاقة اكستريم 3 للبشرة الحساسة 2+1 من شيك"
3961,1,"Schick Xtreme 3 Sensitive Skin Disposable Razors for Men - 12 Pieces"
3961,2,"شيك شفرات حلاقة اكستريم 3 للبشرة الحساسة للاستعمال مرة واحدة للرجال 12قطعة من شيك"
3962,1,"Schick Xtreme 3 Sensitive Skin Triple Blade Disposable Razors for Women - 12 Pieces"
3962,2,"شفرة حلاقة اكستريم 3 للبشرة الحساسة ثلاثية الشفرات  الاستخدام مره واحده للنساء 12 قطعة من شيك"
3963,1,"Lady Speed Stick Deodorant 65g"
3963,2,"مزيل عر ق ليدي سبيد ستيك 65جم"
3964,1,"Vaseline Original Healing Jelly, 100 ml"
3964,2,"جيلي العناية العادي من فازلين، 100 مل"
3965,1,"Lux Soft Rose Body Wash - 500ml"
3965,2,"سائل استحمام الورد الناعم من لوكس - 500مل"
3966,1,"Lux Silk Gardenia Body Wash - 500ml"
3966,2,"سائل استحمام الغاردينيا الحريرية من لوكس - 500مل"
3967,1,"Fair & Lovely Face Wash for All Skin Types - 150g"
3967,2,"غسول الوجه فيراند لفلي  لجميع انواع البشرة 150جم"
3968,1,"Personna 5-Blade Razors - 2 Pieces"
3968,2,"شفرات حلاقة بيرسونا خمس شفرات قطعتين"
3969,1,"Personna 3-Blade Disposable Razors - 2 Pieces"
3969,2,"شفرات حلاقة بيرسونا ثلاث شفرات قطعتين"
3970,1,"Original Taifi Rose Water 250ml"
3970,2,"ماء الورد طائفي اصلي 250مل"
3971,1,"Femfresh Intimate Wipes for Sensitive Skin - Refreshing and Soothing, 25 Wipes"
3971,2,"مناديل فيم فريش النسائية للبشرة الحساسة المنعشة والمهدئة 25 منديل"
3972,1,"Bioderma Sebium Moisturizer for Acne-Prone Skin, 30ml"
3972,2,"مرطب سبيم للبشرة المعرضة لحب الشباب من بايوديرما، 30مل"
3973,1,"Giovanni Castor Oil Smoothing Shampoo, 299ml"
3973,2,"شامبو لتنعيم الشع ربزيت الخروع  من جيوفاني،299مل"
3975,1,"Herbal Rose Extract Shampoo - 700ml"
3975,2,"شامبو بخلاصة الورد من هيربل700 مل"
3976,1,"Labella Orange Extract Lip Scrub"
3976,2,"مقشر شفاه بخلاصة البرتقال من لابيلا"
