product_id,language_id,name,gtin,sku
2521,2,"غسول الجسم مع لوفه بالالوفيرا والتفاح  من ديتول 250 مل","6295120041123",""
2522,1,"Dettol Cool Body Wash with Loofah - 250 ml","6001106111571",""
2522,2,"غسول الجسم كـــول مع لوفه من ديتول 250 مل","6001106111571",""
2523,1,"Dettol Body Wash with Loofah, Pine Fragrance - 250ml","6001106109363",""
2523,2,"غسول الجسم مع لوفه بعطر الصنوبر  من ديتول 250 مل","6001106109363",""
2524,1,"L'Oreal Elvive Color Protect Conditioner 360ml","3610340667282",""
2524,2,"بلسم الفيف  لحماية اللون من لوريال  400 مل","3610340667282",""
2525,1,"L'Oreal Elvive Restorative Hair Conditioner 400 ml","3610340636943",""
2525,2,"بلسم الفيف المرمم للشعر  من لوريال  ٤٠٠ مل","3610340636943",""
2526,1,"L'Oreal Elvive Anti-Breakage Conditioner 400ml","3610340649813","3610340667237"
2526,2,"بلسم الفيف مقاوم للتكسر من لوريال  ٤٠٠ مل","3610340649813","3610340667237"
2527,1,"Garnier Ultra Doux Oil Replacement Shampoo, 400 ml","3610340078781",""
2527,2,"شامبو حمام زيت الترا دوكس من غارنيير ، 400 مل","3610340078781",""
2528,1,"Garnier Ultra Doux Mythic Olive Ultra Nourishing Shampoo, 400ml","3610340027130",""
2528,2,"شامبو فائق التغذية الترا دوكس من غارنيير ، 400 مل","3610340027130",""
2529,1,"Garnier Purifying & Shine Shampoo, 400 ml","3610340652349",""
2529,2,"شامبو للتنقية واللمعان من غارنيير ، 400 مل","3610340652349",""
2530,1,"Garnier Nourishing Almond Milk Daily Moisturizing Shampoo, 400ml","3610340634185",""
2530,2,"شامبو مرطب يومي بحليب اللوز المغذي من غارنيير ، 400 مل","3610340634185",""
2531,1,"Garnier Avocado Oil Nourishing Shampoo, 400 ml","3600541177741",""
2531,2,"شامبو مغذي بزيت الافوكادو من غارنيير ، 400 مل","3600541177741",""
2532,1,"Garnier Ultra Doux Honey Treasures Restoring Shampoo, 400ml","3600541510531",""
2532,2,"شامبو الترا دوكس  لتجديد بنية الشعر بفوائد العسل من غارنيير ، 400 مل","3600541510531",""
2533,1,"El Salon mask with keratin 250 ml","8022297070629",""
2533,2,"ماسك ال صالون بالكيراتين 250مل","8022297070629",""
2534,1,"Garnier Nourishing Oil Replacement with Avocado Oil and Shea Butter 300ml","3610340026089",""
2534,2,"بديل الزيت المغذي بزيت الاوفوكادو وزبدة الشياء من جارنير 300مل","3610340026089",""
2535,1,"Pretty Charcoal Nose Pore Strips - 6 Pieces","6291100272440",""
2535,2,"شرائط مسام الانف بالفحم من بريتي 6 قطع","6291100272440",""
2536,1,"Prreti Pine Nose Pore Strips - 6 Pieces","6291100272433",""
2536,2,"شرائط مسام الانف بالصنوبر من بريتي 6 قطع","6291100272433",""
2537,1,"Pretty Nose Pore Strips for All Skin Types - 6 Pieces","6291100277711",""
2537,2,"شرائط مسام الانف لكل انواع البشرة من بريتي 6 قطع","6291100277711",""
2538,1,"Prreti Green Tea Nose Pore Strips - 6 Pieces","6291100272457",""
2538,2,"شرائط مسام الانف بالشاي الاخضر من بريتي 6 قطع","6291100272457",""
2539,1,"Pretty Tea Tree Nose Pore Strips - 6 Pieces","6291100273867",""
2539,2,"شرائط مسام الانف شجرة الشاي من بريتي 6 قطع","6291100273867",""
2541,1,"Vatika Argan Enriched Hair Oil, 200 ml","6291069710380",""
2541,2,"زيت شعر غني بالارجان من فاتيكا، 200 مل","6291069710380",""
2542,1,"Vatika Hair Oil Enriched with Olive Oil, 200 ml","5022496103534",""
2542,2,"زيت شعر غني بزيت الزيتون من فاتيكا، 200 مل","5022496103534",""
2543,1,"Vatika Aloe Vera Enriched Hair Oil, 200 ml","6291069651034",""
2543,2,"زيت شعر غني بالصبار من فاتيكا، 200 مل","6291069651034",""
2544,1,"Vatika Coconut Enriched Hair Oil, 200 ml","6291069651058",""
2544,2,"زيت شعر غني بجوز الهند من فاتيكا، 200 مل","6291069651058",""
2545,1,"Vatika Garlic Enriched Hair Oil, 200 ml","6291069704051",""
2545,2,"زيت شعر غني بالثوم من فاتيكا، 200 مل","6291069704051",""
2546,1,"Vatika Almond Enriched Hair Oil, 300 ml","6291069651089",""
2546,2,"زيت شعر غني با اللوز  من فاتيكا، 300 مل","6291069651089",""
2547,1,"Marhaba Amla Hair Oil with Olive - 160 ml","8901162033337",""
2547,2,"زيت شعر مرحبا املا بالزيتون 160 مل","8901162033337",""
2548,1,"Marhaba Amla Hair Oil with Jasmine 160ml","8901162032743",""
2548,2,"زيت شعر مرحبا املا بالياسمين 160 مل","8901162032743",""
2549,1,"Dabur Amla Jasmine Hair Oil 300ml","5022496113007",""
2549,2,"زيت شعر دابر املا بالياسمين 300مل","5022496113007",""
2550,1,"Dabur Amla Hair Oil - The World's No. 1 Hair Oil, 100 ml","5022496105002",""
2550,2,"زيت شعر دابر املا رقم (1)في العالم 100 مل","5022496105002",""
2551,1,"Essence I Love Extreme Mascara, Pink","4250587739084",""
2551,2,"ماسكارا ايسينس اي لوف ، لون وردي","4250587739084",""
2552,1,"Essence Lash Princess False Lash Effect Mascara - Green","4250947516027",""
2552,2,"ماسكرا لاش برنسس من ايسنس - اخضر","4250947516027",""
2554,1,"Essence Lash Princess Mascara - Blue","4059729207241",""
2554,2,"ماسكرا لاش برنسس من ايسنس - ازرق","4059729207241",""
2555,1,"Essence Lash Princess Mascara - Purple","4251232221619",""
2555,2,"ماسكرا لاش برنسس من ايسنس - موف","4251232221619",""
2556,1,"Glysolid Q10 Body Lotion 250ml","4000196910097",""
2556,2,"لوشن Q10 للجسم من جليسوليد 250مل","4000196910097",""
2557,1,"CeraVe Moisturizing Lotion for Face and Body - 87ml","3606000537514",""
2557,2,"لوشن ترطيب خالي من العطور الوجه والجسم من سيرافي 87مل","3606000537514",""
2558,1,"Laser White Black Charcoal Teeth Whitening Powder - 20g","8859362504235",""
2558,2,"مسحوق الفحم الاسود لتبييض الاسنان من ليزر وايت 20جم","8859362504235",""
2559,1,"Wax strips for facial hair removal 20 strips from Hellenia","5200384210988",""
2559,2,"شرائط شمع لإزالة شعر الوجه 20 شريط من هيلينيا","5200384210988",""
2560,1,"Helenia Wax Strips for Sensitive Areas and Underarms - 20 Strips","5200384211008",""
2560,2,"شرائط شمع لإزالة شعر المنطقة الحساسة والابطين 20 شريط من هيلينيا","5200384211008",""
2561,1,"YC Whitening Milk Body Lotion - 250g","8857101140751","8857101140751"
2561,2,"لوشن الجسم المبيض بالحليب من واي سي 250جم","8857101140751","8857101140751"
2562,1,"Eucerin DermoPurifyer Oil Control Scrub, 100 ml","4005800182044",""
2562,2,"مقشر منقي ديرمو من يوسيرن، 100 مل","4005800182044",""
2563,1,"Garnier SkinActive Green Tea Extract Sheet Mask for Normal to Oily Skin, 28g","3600542065016",""
2563,2,"قناع سكين اكتيف بخلاصة الشاي الاخضر للبشرة العادية الى الدهنية من غارنييه، 28جم","3600542065016",""
2564,1,"Garnier SkinActive Pomegranate Face Mask for Normal to Oily Skin, 28g","3600542064934",""
2564,2,"قناع سكين اكتيف بخلاصة الرمان للبشرة العادية الى الدهنية من غارنييه، 28جم","3600542064934",""
2565,1,"Beesline White Sapphire Luxury Mask for Skin Whitening and Firming - 30g","5281018020586",""
2565,2,"قناع فاخر بالزفير الابيض لتفتيح وشد البشرة من بيزلين 30جم","5281018020586",""
2566,1,"Kuwait Shop Natural Herbal Mask 150g","2781214012017",""
2566,2,"قناع بالأعشاب الطبيعية من كويت شوب 150جم","2781214012017",""
2567,1,"CeraVe Facial Cleanser for Normal to Oily Skin - 87ml","3606000537194",""
2567,2,"منظف الوجه للبشرة العادية الى الدهنية من سيرافي - 87مل","3606000537194",""
2568,1,"Eveline White Prestige 4D Whitening Day Cream - 50 ml","5907609345714","5907609345714"
2568,2,"كريم التفتيح النهاري وايت برستيج فور دي من إيفلين - 50 مل","5907609345714","5907609345714"
2569,1,"Vatika Shampoo for Normal Hair with Olive and Henna - 700ml","6291069701982",""
2569,2,"شامبو للشعر العادي بالزيتون والحناء من فاتيكا 700مل","6291069701982",""
2570,1,"Korean Whitening Cream with SPF Protection","015809907415203","021121"
2570,2,"كريم كوري مبيض مع عامل حماية من اشعة الشمس","015809907415203","021121"
2571,1,"Shampoo for damaged and brittle hair with honey and egg extracts from Vatika 700 ml","6291069701999",""
2571,2,"شامبو للشعر المتضرر والمتقصف بخلاصة العسل والبيض من فاتيكا 700مل","6291069701999",""
2572,1,"Moroccan Oil Traditional Moroccan Bath Soap with Olive Oil Extract - 1000g","6291103980748",""
2572,2,"صابون حمام مغربي البلدي بخلاصة زيت الزيتون من موروكان اويل 1000جم","6291103980748",""
2573,1,"Nunu Baby Shampoo 300ml","6281053212495",""
2573,2,"شامبو للأطفال من نونو 300 مل","6281053212495",""
2574,1,"Nunu Baby Shampoo 500ml","6281053213324",""
2574,2,"شامبو للأطفال من نونو 500مل","6281053213324",""
2575,1,"Enchanteur Alluring Perfumed Talc 125g","6291107194196",""
2575,2,"بودرة معطرة  اللورنج  من انشانتير 125جم","6291107194196",""
2576,1,"Enchanteur Gorgeous Perfumed Talc 250g","8888202045737",""
2576,2,"بودرة معطرة  جورجس من انشانتير 250جم","8888202045737",""
2577,1,"Enchanteur Gorgeous Perfumed Talc 125g","8888202045720",""
2577,2,"بودرة معطرة  جورجس من انشانتير 125جم","8888202045720",""
2578,1,"Enchanteur Romantic Perfumed Talc 250g","8888202005069",""
2578,2,"بودرة معطرة  رومانتيك من انشانتير 250جم","8888202005069",""
2579,1,"Enchanteur Romantic Perfumed Talc - 125g","6291107194196",""
2579,2,"بودرة معطرة  رومانتيك من انشانتير 125جم","6291107194196",""
2580,1,"Enchanteur Enticing Perfumed Talc - 250g","8888202035240",""
2580,2,"بودرة معطرة  انتايسينج من انشانتير 250جم","8888202035240",""
2581,1,"Enchanteur Charming Perfumed Talc 125g","88821191",""
2581,2,"بودرة معطرة  تشارمينغ من انشانتير 125جم","88821191",""
2582,1,"Johnson's Baby Powder 100g","3574660028096",""
2582,2,"بودرة للاطفال من جونسون 100 جم","3574660028096",""
2583,1,"Johnson's Baby Powder 200g","3574661458755",""
2583,2,"بودرة للاطفال من جونسون 200جم","3574661458755",""
2584,1,"Johnson's Baby Bedtime Powder 500g","8850007012511",""
2584,2,"بودرة وقت النوم  للاطفال من جونسون 500جم","8850007012511",""
2585,1,"Sebamed Baby Powder 200g","4103040922359",""
2585,2,"بودرة للاطفال من سيباميد 200جم","4103040922359",""
2586,1,"Johnson's Baby Soft Lotion - 200ml","3574669908030",""
2586,2,"لوشن ناعم للأطفال من جونسون  200 مل","3574669908030",""
2587,1,"Johnson's Baby Shampoo 500ml","3574661584645",""
2587,2,"شامبو للأطفال من جونسون 500مل","3574661584645",""
2588,1,"Johnson's Baby Shampoo 200ml","3574669907552",""
2588,2,"شامبو للأطفال من جونسون 200مل","3574669907552",""
2589,1,"Pure beauty under eye cream - 15 gm","5285001270828",""
2589,2,"كريم لتحت العين من بيور بيوتي - 15 جم","5285001270828",""
2590,1,"4-in-1 Derma Roller Skincare Set - 1.5 mm","6902540752361",""
2590,2,"ديرما رولر 4 في 1 للعناية بالبشرة 1.5 مم","6902540752361",""
2591,1,"4-in-1 Derma Roller Skin Care Set - 1.0 mm","6287033030097",""
2591,2,"ديرما رولر 4 في 1 للعناية بالبشرة 1.0 مم","6287033030097",""
2592,1,"Beesline Whitening Sensitive Zone Wash - 200 ml","5281018003244",""
2592,2,"غسول مفتح للمناطق الحميمة الداكنة من بيزلين 200 مل","5281018003244",""
2593,1,"Beesline Intimate Wash for Extra Sensitive Zones - 200 ml","5281018007068",""
2593,2,"غسول للمناطق الحميمة الحساسة جدا من بيزلين 200 مل","5281018007068",""
2595,1,"Donkey Milk Face Wash 100ml","5280270020068",""
2595,2,"غسول الوجه بحليب الحمار 100مل","5280270020068",""
2596,1,"Donkey Milk Face Whitening Cream 75ml","5280270020075",""
2596,2,"كريم مبيض للوجه بحليب الحمار 75مل","5280270020075",""
2597,1,"Donkey Milk Face Soap 100ml","5280270019734",""
2597,2,"صابون الوجه بحليب الحمار 100مل","5280270019734",""
2598,1,"African Sudanese Karkar Hair Treatment Cream 200g","5280270018959",""
2598,2,"كريم الكركار الافريقية السودانية لمعالجة الشعر 200جم","5280270018959",""
2599,1,"Beausta Golden Peel-Off Face Mask - 20ml","8809577461212",""
2599,2,"قناع التقشير الذهبي للوجه من بيوستا 20مل.","8809577461212",""
2600,1,"Beausta Creamy Foam Cleanser 20ml","8809577460772",""
2600,2,"منظف رغوي كريمي للوجه من بيوستا 20مل.","8809577460772",""
2603,1,"Babyface Solution No. 1 for Youthful and Radiant Looking Skin - 60ml","4809010740052",""
2603,2,"محلول بيبي فيس رقم 1  لبشرة شابة نضرة المظهر  60مل","4809010740052",""
2604,1,"Babyface Solution No. 2 Anti-Acne and Dark Spots - 60ml","4809010740038",""
2604,2,"محلول بيبي فيس رقم 2 مضاد لحب الشباب والبقع  60مل","4809010740038",""
2605,1,"L'Oreal Glycolic Bright Instant Glowing Serum - 30ml","3610340662775",""
2605,2,"سيروم جلايكوليك برايت لاشراقة فورية من لوريال 30 مل","3610340662775",""
2607,1,"Pure Beauty Under Eye Serum for Puffiness and Wrinkles - 15ml","5285001270910",""
2607,2,"سيروم تحت العينين  للإنتفاخات والتجاعيد  من بيور بيوتي - 15مل","5285001270910",""
2608,1,"Energy Cosmetics Face and Body Hair Bleaching Cream","5285003145322",""
2608,2,"كريم تشقير شعر الوجه والجسم من إنرجي كوزمتكس","5285003145322",""
2609,1,"Large Rose Hair Brush","1005160047031",""
2609,2,"فرشاة شعر كبير روز","1005160047031",""
2611,1,"Vavo Shampoo 100 ml","6285147005260",""
2611,2,"شامبو فافو 100 مل","6285147005260",""
2612,1,"Bimatoprost Solution for Eyelash and Eyebrow Thickening - 3ml","5200025114",""
2612,2,"محلول بييماتوبروست لتكثيف الرموش والحواجب 3مل","5200025114",""
2615,1,"Dettol Original Hand Wash 200ml","6001106108991",""
2615,2,"غسول اليدين الاصلي ديتول 200 مل","6001106108991",""
2616,1,"Rose Aroma - Hair Brush","1005160047437",""
2616,2,"فرشة تجفيف الشعر من روز اروما","1005160047437",""
2617,1,"Rose Aroma White Hair Brush","1005160047161",""
2617,2,"فرشة شعر ابيض من روز اروما","1005160047161",""
2618,1,"Rose Aroma - Green Hair Brush","1005160047260",""
2618,2,"فرشاة شعر من روز اروما","1005160047260",""
2619,1,"Rose Aroma Large Hair Brush","1005166047400",""
2619,2,"فرشاة شعر حجم كبير من روز اروما","1005166047400",""
2620,1,"Rose Aroma Medium Hair Brush","1005166047417",""
2620,2,"فرشاة شعر حجم متوسط من روز اروما","1005166047417",""
2621,1,"Rose Aroma Mini Hair Brush","1005160047314",""
2621,2,"فرشاة شعر صغير من روز اروما","1005160047314",""
2623,1,"Cantu Flaxseed Smoothing Hair Wax","817513019869",""
2623,2,"شمع تنعيم الشعر بخلاصة بذور الكتان من كانتو","817513019869",""
2624,1,"Skin Active Charcoal Face Mask 50ml","3600542181358",""
2624,2,"قناع الوجه بالفحم شكين اكتيف 50مل","3600542181358",""
2625,1,"Cantu Shea Butter Softening & Shining Hair Serum","856017000096",""
2625,2,"سيروم لنعومة ولمعان الشعر بزبدة الشيا  من كانتو","856017000096",""
2626,1,"NIVEA Body Lotion with Cocoa Butter and Shea Butter - 400ml","4005808919093",""
2626,2,"لوشن الجسم من نيفيا بزبدة الكاكو وزبدة الشيا 400 مل","4005808919093",""
2628,1,"Creme 21 All Day Care Cream - 250 ml","6294007500418",""
2628,2,"كريم  طوال اليوم من كريم 21  -  250 مل","6294007500418",""
2629,1,"Creme 21 Soft Care & Balanced Moisture Moisturizing Cream - 150ml","6294007501316",""
2629,2,"كريم  مرطب عناية ناعمة ورطوبةمتوازنه  من كريم 21  -  150مل","6294007501316",""
2630,1,"Creme 21 Soft Care & Balanced Moisture Cream - 50ml","6294007501217",""
2630,2,"كريم  عناية ناعمة ورطوبة متوازنه من كريم 21  -  50مل","6294007501217",""
2631,1,"Creme 21 Aqua Soft Cream, 250 ml","6294007500050",""
2631,2,"كريم  اكوا سوفت من كريم 21، 250 مل","6294007500050",""
2632,1,"Parachute Aloe Vera Hair Oil with Coconut 150 ml","8901200100038",""
2632,2,"زيت الشعر بخلاصة الصبار مع جوز الهند من باراشوت 200 مل","8901200100038",""
2633,1,"Christian Laurent Rose Water Micellar Water - 500ml","5903416025818",""
2633,2,"ماء ميسيلار بماء الورد من كريستيان لوران 500 مل","5903416025818",""
2634,1,"Christian Laurent Micellar Water Face and Eye Makeup Remover 500ml","5901761981049",""
2634,2,"ماء ميسيلار مزيل مكياج الوجه والعيون كريستيان لوران 500مل","5901761981049",""
2635,1,"Christian Laurent Satin Moisturizing Body Milk 350ml","5901761962734",""
2635,2,"حليب الجسم ساتان المرطب من كريستيان لوران 350مل","5901761962734",""
2636,1,"Christian Laurent Bronze Illuminating Body Moisturizer - 200ml","5901761962741",""
2636,2,"مرطب الجسم لإضاءة برونزيه من كريستيان لوران 200 مل","5901761962741",""
2637,1,"Christian Laurent Luxury Micellar Water with Colloidal Gold - 500ml","5901761962673",""
2637,2,"ماء الميسيلار الفاخر مع الذهب الغرواني من كريستيان لوران 500 مل.","5901761962673",""
2638,1,"Forcapil Keratin Shampoo 200ml","3578830847142","3578830847142"
2638,2,"شامبو كيراتين من فوركابيل 200مل","3578830847142","3578830847142"
2639,1,"Forcapil Lotion to strengthen hair and prevent hair loss, 150 ml","3578830148058",""
2639,2,"لوشن فوركابيل لتقوية الشعر ومنع التساقط, 150 مل","3578830148058",""
2640,1,"Professional Purifying Micellar Water  500ML","5901761988840",""
2640,2,"ماء ميسيلار المتخصص 3 في 1من كريستيان لوران 500مل","5901761988840",""
2641,1,"Skin System Honey Depilatory Wax, 400g","8051407574696","8051407574696"
2641,2,"شمع ازالة الشعر بالعسل،  من سكين سيستم 400 جم","8051407574696","8051407574696"
2642,1,"Daiso Japan Natural Charcoal Peel-Off Mask, 80g","4947678626834","4947678626834"
2642,2,"قناع تقشير بخلاصة الفحم الطبيعي من دايسو جابان، 80 جم","4947678626834","4947678626834"
2643,1,"Christian Laurent Face Scrub - 200ml","5903416020639",""
2643,2,"مقشر للوجه من كريستيان لوران 200مل","5903416020639",""
2644,1,"Johnson's Cotton Buds - 100 Pieces","5000207582502",""
2644,2,"أعواد قطنية من جونسون ١٠٠ قطعة","5000207582502",""
2645,1,"Christian Laurent Hand and Nail Serum, 125 ml","5901761962666",""
2645,2,"سيروم لليدين والأظافر، 125 مل من كريستيان لوران","5901761962666",""
2646,1,"Christian Laurent Luminous Glow 3-in-1 Cleansing Gel 200ml","5903416020622",""
2646,2,"جل التنظيف لومينوس جلو من كريستيان لوران 3 في1 200 مل","5903416020622",""
2647,1,"Jolen Creme Bleach - 113g","046688400015","046688400015"
2647,2,"كريم تشقير الشعر من جولين - 113 جم","046688400015","046688400015"
2648,1,"Bust Skin Firming and Tightening Cream - Christian Laurent","5901761962659",""
2648,2,"مركز لشد وتدوير الصدر 150مل - يوكير من كريستيان لوران","5901761962659",""
2649,1,"Christian Laurent Chromo Body Firming Serum - 200ml","5901761962642",""
2649,2,"سيروم كرومو لشد الجسم من كريستيان لورينت200 مل","5901761962642",""
2650,1,"Argan Essential Deep Care Shampoo 300ml","8806173468676","8806173468676"
2650,2,"شامبو العناية العميقة من ارجان اسنشيال 300 مل","8806173468676","8806173468676"
2651,1,"Kojie San Skin Lightening Lotion, 600 ml","4806519890066",""
2651,2,"لوشن لتفتيح البشرة كوجيك جولد، 600 مل","4806519890066",""
2652,1,"L'Oreal Paris Full Resist Hair Shampoo, 200 ml","3610340650772",""
2652,2,"شامبو دريم للشعر الطويل من لوريال باريس، 200 مل","3610340650772",""
2653,1,"L'Oreal Paris Extraordinary Shampoo, 400 ml","3610340020025",""
2653,2,"شامبو إكستروردنريمن لوريال باريس، 400 مل","3610340020025",""
2654,1,"Vaseline Jelly Cocoa Butter Care, 250 ml","6281006408746",""
2654,2,"جيلي العناية بزبدة الكاكاو من فازلين، 250 مل","6281006408746",""
2655,1,"Vaseline Baby Care Jelly, 250 ml","6281006408784",""
2655,2,"جيلي العناية للأطفال من فازلين، 250 مل","6281006408784",""
2657,1,"L'Oréal Paris Hyaluronic Acid Revitalizing Serum, 15ml","3610340658730",""
2657,2,"سيروم بحمض الهيالورونيك لتجديد البشرة من لوريال باريس، 15مل","3610340658730",""
2658,1,"L'Oréal Paris Glycolic Acid Serum for Instant Radiance, 30ml","3610340662782",""
2658,2,"سيروم بحمض الجليكوليك للاشراقة الفورية من لوريال باريس، 30 مل","3610340662782",""
2659,1,"Bioderma eye contour gel 15ml","3401346673335",""
2659,2,"جل كونتور  للتقليل من التجاعيد والانتفاخات حول العين من بيوديرما 15 مل","3401346673335",""
2661,1,"Christian Laurent Super Diamond Serum 30ml","5903416013204",""
2661,2,"سيروم الماس فائق من كريستيان لوران 30 مل","5903416013204",""
2662,1,"Christian Laurent Diamond Skin Firming and Revitalizing Cream - 50ml","5903416013235",""
2662,2,"كريم ماسي لشد البشرة وتجديدها  من  كريستيان لوران 50 مل","5903416013235",""
2663,1,"Christian Laurent 24K Gold Face Lifting and Illuminating Mask 2 * 5 ml","5901761962949",""
2663,2,"ماسك لشد واضاءة الوجه من كريستيان لوران  بالذهب عيار 24 2 * 5 مل","5901761962949",""
2664,1,"OZNaturals Vitamin C Face Serum New Look - 30ml","816457022652",""
2664,2,"سيروم الوجه فيتامين سي من اوز ناتشورال الشكل الجديد 30مل","816457022652",""
2665,1,"OZ Naturals Hyaluronic Acid Serum - New Look 30ml","816457022614",""
2665,2,"سيروم حمض الهيالورونيك من او زي ناتشورالز  الشكل الجديد 30 مل","816457022614",""
2666,1,"Pigeon Breast Pads - 12 Pieces","4902508165914",""
2666,2,"حفاظات ثدي من بيجون 12 قطعة","4902508165914",""
2667,1,"Pigeon Cooling Teether for Gums","4902508136266",""
2667,2,"عضاضة اسنان لتبريد للثة من بيجون","4902508136266",""
2668,1,"L'Oréal Paris Elvive color protect Shampoo 200ml","3610340006302",""
2668,2,"شامبو الفيف لحماية اللون من لوريال باريس 200 مل","3610340006302",""
2669,1,"Baby Cotton Swabs, 200 Pieces","4902508108737",""
2669,2,"اعواد قطن للاطفال الرضع ، 200 قطعة","4902508108737",""
2670,1,"Pigeon Disposable Breast Pads - 60 Pieces","5060062991000",""
2670,2,"حفاظات ثدي للاستخدام مرة واحده من بيجون 60قطعة","5060062991000",""
2671,1,"Pigeon Breast Pads - 36 Pieces","4902508165921",""
2671,2,"حفاظات ثدي من بيجون 36قطعة","4902508165921",""
2672,1,"Pigeon Powder Milk Container","4902508022088",""
2672,2,"حافظة للحليب الجاف ثدي من بيجون","4902508022088",""
2673,1,"Pigeon Baby Bottle - 240 ml","4902508260084",""
2673,2,"رضاعة اطفال من بيجون 240  مل","4902508260084",""
2674,1,"Pigeon Baby Feeding Bottle - 120ml","4902508260121",""
2674,2,"رضاعة اطفال من بيجون 120مل","4902508260121",""
2675,1,"Pigeon Glass Baby Bottle - 200ml","4902508002912",""
2675,2,"رضاعة اطفال زجاج من بيجون 200مل","4902508002912",""
2676,1,"Pigeon Baby Feeding Bottle - 50ml","4902508260138",""
2676,2,"رضاعة اطفال من بيجون 50مل","4902508260138",""
2677,1,"Pigeon Brush with Handle for Bottles and Nipples","4902508045506",""
2677,2,"فرشاه بمقبض للرضاعات والحلمات من بيجون","4902508045506",""
2678,1,"Plastic bottle with spoon 240 ml","4902508033299",""
2678,2,"زجاجة بلاستيك بملعقة 240 مل","4902508033299",""
2679,1,"L'Oreal Paris Elvive Hyaluron Plump Moisture Filling Shampoo - 200ml","3610340655210",""
2679,2,"شامبو الفيف هايالورون مالئ وبترطيب من لوريال باريس - بسعة 200 مل","3610340655210",""
2680,1,"Pigeon Silicone Nipple, Size 4, 1 Piece","4902508173476",""
2680,2,"حلمة سيليكون من بيجون، مقاس 4، قطعة واحدة","4902508173476",""
2681,1,"Pigeon Silicone Nipple, Size 9, 1 Piece","4902508173483",""
2681,2,"حلمة سيليكون من بيجون، مقاس 9، قطعة واحدة","4902508173483",""
2682,1,"Ab Naturals Argan Oil Conditioner 16.2 Oz","745240378013",""
2682,2,"بلسم تنعيم بزيت أرجان من ناتشورالز خالي من السيليكون 479 مل","745240378013",""
2683,1,"Whitening Cream with Collagen with Sunscreen from Laser White","8859362510106",""
2683,2,"واقي الشمس ومفتح للبشرة مع كريم الكولاجين +50 من ليزر وايت - 100مل","8859362510106",""
2684,1,"Laser White Sunscreen Protection Cream SPF 60+ with Collagen Whitening, 100ml","8859362510113",""
2684,2,"كريم الحماية واقي من اشعة الشمس فوق البنفسجية 60+ والتبييض بالكولاجين من ليزر وايت، 100 مل","8859362510113",""
2685,1,"Laser White Intensive Correcting & Repairing Ointment for Skin and Wrinkles","8859362509704",""
2685,2,"مرهم مكثف مصحح ومرمم للبشرة والتجاعيد - ليزر وايت","8859362509704",""
2687,1,"Vagisil Daily Intimate Wash - 354ml","011509060228",""
2687,2,"غسول يومي للمنطقة الحساسة من فاجيسل - 354مل","011509060228",""
2688,1,"Laser White Moisturizing Cream, Dark Spot Remover & Blemish Corrector - 30g","8859362504228",""
2688,2,"كريم  ليزر وايت مرطب ومزيل البقع السوداء ومصحح عيوب البشرة 30 جرام","8859362504228",""
2689,1,"Laser White Eye Contour Renewal Serum - 30g","8859362506253",""
2689,2,"سيروم تجديد البشرة حول العين من ليزر وايت 30 غرام","8859362506253",""
2692,1,"Nature Republic Argan Oil Hair Mask - 200g","8806173468614",""
2692,2,"ماسك زيت الارغان من نيتشر ريببلك - 200 جرام","8806173468614",""
2693,1,"Clear Anti-Hair Fall Shampoo - 700ml","6281006438828",""
2693,2,"شامبو ضد تساقط الشعر من كلير 700 مل","6281006438828",""
2694,1,"Clear Anti-Dandruff Shampoo with Bamboo Extract - 400ml","6281006425606",""
2694,2,"شامبو ضد القشرة بخلاصة البامبو من كلير 400 مل","6281006425606",""
2695,1,"Clear Anti-Dandruff Shampoo - 400ml","6281006543362",""
2695,2,"شامبو ضد القشرة  من كلير 400 مل","6281006543362",""
2696,1,"Clear Hair Fall Protection Shampoo + Conditioner with Vitamin B3 400 ml","6281006438705",""
2696,2,"شامبو +بلسم  حماية من تساقط الشعر بفيتامين B3  من كلير 400 مل","6281006438705",""
2697,1,"Sidr Shampoo for All Hair Types 250ml","6215000575357",""
2697,2,"شامبو السدر لجميع أنواع الشعر 250مل","6215000575357",""
2698,1,"Clear shampoo + conditioner against hair loss with coffee grounds extract, 400 ml","6281006438682",""
2698,2,"شامبو +بلسم  حماية من تساقط الشعر بخلاصة بن القهوه  من كلير 400 مل","6281006438682",""
2699,1,"Glysolid Glycerin Skin Care Oil - 100 ml","4000196912565",""
2699,2,"زيت جليسرين للعناية بالبشرة من جليسوليد 100 مل","4000196912565",""
2700,1,"Herbal White Tea and Mint Shampoo - 400 ml","8001090538048",""
2700,2,"شامبو بالشاي الابيض والنعناع من هيربل400 مل","8001090538048",""
2701,1,"Herbal Rose Extract Shampoo - 400ml","5011321609341",""
2701,2,"شامبو بخلاصة الورد من هيربل400 مل","5011321609341",""
2702,1,"Herbal Pomegranate Extract Shampoo - 400 ml","5011321946330",""
2702,2,"شامبو بخلاصة الرمان من هيربل400 مل","5011321946330",""
2703,1,"Herbal Lemon Extract Shampoo - 400ml","5011321609105",""
2703,2,"شامبو بخلاصةالليمون من هيربل400 مل","5011321609105",""
2704,1,"Herbal Coconut Extract Shampoo - 400ml","5011321609228",""
2704,2,"شامبو بخلاصة جوزالهند من هيربل400 مل","5011321609228",""
2705,1,"Herbal Argan Oil Extract Shampoo - 400ml","4084500470521",""
